,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
42175,IN10038383,PENDINGVEN,NW000408,Fixed Line,Fixed - VoIP,06SEP2016:13:12:55,43
42252,IN10038397,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,06SEP2016:14:51:33,0
42253,IN10038397,PENDINGVEN,DC000163,Other Activities,Other - Service Management,06SEP2016:15:16:07,0
42286,IN10038405,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,09SEP2016:13:35:51,0
42343,IN10038419,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,12SEP2016:13:19:16,13
42584,IN10038470,PENDINGVEN,NW000412,Fixed Line,Fixed Line,12SEP2016:07:56:19,153
42605,IN10038474,PENDINGVEN,NDS00026,Midrange,Midrange,08SEP2016:15:49:10,4
42641,IN10038480,PENDINGVEN,NW000412,Fixed Line,Fixed Line,15SEP2016:08:30:23,5
42743,IN10038499,PENDINGVEN,NW000412,Fixed Line,Fixed Line,12SEP2016:08:37:10,170
42978,IN10038552,PENDINGVEN,NW000410,Conferencing Services,Conferencing - Videoconferencing,27OCT2016:12:10:06,376
42997,IN10038557,PENDINGVEN,NW000431,GC WAN,GC WAN,08SEP2016:18:02:48,105
43178,IN10038597,PENDINGVEN,DC000127,High-performance Computing,HPC -Big Data Exchange,09SEP2016:16:14:26,0
43185,IN10038598,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,09SEP2016:12:47:08,19
43203,IN10038601,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,06OCT2016:09:50:59,19
43295,IN10038621,PENDINGVEN,DC000163,Other Activities,Other - Service Management,10SEP2016:01:14:59,0
43346,IN10038634,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,14SEP2016:09:11:47,202
43709,IN10038716,PENDINGVEN,NW000408,Fixed Line,Fixed - VoIP,01DEC2016:15:16:39,237
43790,IN10038736,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,13SEP2016:04:21:02,14
43969,IN10038777,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,19SEP2016:07:13:59,1
44036,IN10038791,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,15SEP2016:09:21:32,90
44054,IN10038795,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,13SEP2016:17:39:12,12
44097,IN10038804,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,20SEP2016:12:24:07,56
44120,IN10038808,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,14SEP2016:00:27:06,96
44266,IN10038840,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,14SEP2016:10:42:07,4
44289,IN10038845,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,14SEP2016:11:15:39,92
44377,IN10038862,PENDINGVEN,NW000412,Fixed Line,Fixed Line,14SEP2016:15:51:34,75
44408,IN10038868,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,14SEP2016:14:49:56,5
44517,IN10038891,PENDINGVEN,NW000412,Fixed Line,Fixed Line,16SEP2016:08:15:07,252
44588,IN10038906,PENDINGVEN,NW000412,Fixed Line,Fixed Line,21SEP2016:13:37:08,230
44603,IN10038909,PENDINGVEN,NW000412,Fixed Line,Fixed Line,21SEP2016:08:39:20,79
44608,IN10038910,PENDINGVEN,DC000129,High-performance Computing,High-performance Computing,28SEP2016:13:48:32,327
44640,IN10038916,PENDINGVEN,NW000412,Fixed Line,Fixed Line,16SEP2016:10:24:58,36
44646,IN10038919,PENDINGVEN,NW000412,Fixed Line,Fixed Line,15SEP2016:14:39:47,1
44738,IN10038937,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,15SEP2016:11:45:21,773
44745,IN10038938,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,28SEP2016:16:26:33,477
44766,IN10038943,PENDINGVEN,NW000412,Fixed Line,Fixed Line,19SEP2016:07:36:07,31
44833,IN10038955,PENDINGVEN,NW000431,GC WAN,GC WAN,30SEP2016:07:37:34,19
45031,IN10038994,PENDINGVEN,DC000163,Other Activities,Other - Service Management,16SEP2016:09:30:43,5
45047,IN10038997,PENDINGVEN,NW000412,Fixed Line,Fixed Line,28SEP2016:13:30:26,120
45104,IN10039009,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,19SEP2016:08:13:25,53
45181,IN10039029,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,22SEP2016:13:13:38,27
45330,IN10039061,PENDINGVEN,NW000412,Fixed Line,Fixed Line,19SEP2016:14:13:06,49
45339,IN10039063,PENDINGVEN,NW000412,Fixed Line,Fixed Line,21SEP2016:10:40:52,99
45576,IN10039110,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,06OCT2016:19:29:09,1004
45577,IN10039110,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,05DEC2016:14:17:53,245
45592,IN10039112,PENDINGVEN,NW000431,GC WAN,GC WAN,30SEP2016:07:38:25,0
45686,IN10039133,PENDINGVEN,NW000412,Fixed Line,Fixed Line,19SEP2016:10:09:30,16
45713,IN10039139,PENDINGVEN,0,0,0,19SEP2016:09:33:58,0
45715,IN10039139,PENDINGVEN,DC000163,Other Activities,Other - Service Management,20SEP2016:07:05:19,7
46101,IN10039222,PENDINGVEN,NW000417,GC WAN,GC WAN,01NOV2016:13:09:18,77
46149,IN10039231,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27SEP2016:12:41:42,5
46165,IN10039236,PENDINGVEN,DC000117,Storage,Storage,08NOV2016:11:11:38,538
46171,IN10039238,PENDINGVEN,NW000412,Fixed Line,Fixed Line,20SEP2016:14:12:23,5
46228,IN10039251,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,20SEP2016:14:48:39,39
46237,IN10039253,PENDINGVEN,0,0,0,20SEP2016:14:42:30,0
46239,IN10039253,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,20SEP2016:15:01:49,43
46361,IN10039286,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,21SEP2016:08:14:58,1
46362,IN10039286,PENDINGVEN,NW000431,GC WAN,GC WAN,21SEP2016:08:31:47,0
46366,IN10039286,PENDINGVEN,NW000427,Email,Email,21SEP2016:13:09:29,0
46404,IN10039296,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,12OCT2016:09:00:00,358
46739,IN10039365,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,21SEP2016:22:03:11,20
46749,IN10039367,PENDINGVEN,NW000412,Fixed Line,Fixed Line,22SEP2016:14:12:59,1596
46750,IN10039367,PENDINGVEN,NW000440,Fixed Line,Fixed - PBX,29SEP2016:12:56:08,884
46966,IN10039414,PENDINGVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,22SEP2016:11:42:54,1
47100,IN10039440,PENDINGVEN,NW000412,Fixed Line,Fixed Line,04OCT2016:08:48:37,0
47101,IN10039440,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,04OCT2016:09:11:57,35
47110,IN10039442,PENDINGVEN,NW000412,Fixed Line,Fixed Line,22SEP2016:18:46:52,5
47133,IN10039446,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,23SEP2016:08:16:40,2
47300,IN10039486,PENDINGVEN,NW000417,GC WAN,GC WAN,02OCT2016:12:03:51,140
47441,IN10039516,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,03OCT2016:08:52:29,4
47560,IN10039544,PENDINGVEN,DC000163,Other Activities,Other - Service Management,25SEP2016:06:52:44,0
47588,IN10039551,PENDINGVEN,NW000433,GC WAN,GC WAN,26SEP2016:07:21:52,0
47864,IN10039608,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,26SEP2016:14:10:21,11
47954,IN10039627,PENDINGVEN,DC000163,Other Activities,Other - Service Management,26SEP2016:12:33:44,15
48072,IN10039652,PENDINGVEN,DC000163,Other Activities,Other - Service Management,28SEP2016:09:27:48,0
48308,IN10039705,PENDINGVEN,NW000433,GC WAN,GC WAN,27SEP2016:12:49:20,4
48325,IN10039708,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,27SEP2016:12:48:12,4
48456,IN10039739,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,28SEP2016:14:51:28,118
48671,IN10039790,PENDINGVEN,ITS00309,Secure Remote Access,Secure Remote Access,15NOV2016:07:56:30,192
48904,IN10039839,PENDINGVEN,NW000417,GC WAN,GC WAN,29SEP2016:08:15:17,205
48984,IN10039860,PENDINGVEN,0,0,0,29SEP2016:11:02:19,0
49036,IN10039870,PENDINGVEN,NW000412,Fixed Line,Fixed Line,03OCT2016:14:15:13,4
49269,IN10039923,PENDINGVEN,NW000433,GC WAN,GC WAN,11OCT2016:12:29:51,295
49270,IN10039923,PENDINGVEN,NW000459,GC WAN,GC WAN,01NOV2016:15:20:16,142
49406,IN10039959,PENDINGVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,03OCT2016:08:10:25,28
49411,IN10039960,PENDINGVEN,0,0,0,30SEP2016:13:25:43,0
49413,IN10039960,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,30SEP2016:13:34:23,3
49477,IN10039976,PENDINGVEN,NW000417,GC WAN,GC WAN,02OCT2016:12:15:37,260
49486,IN10039978,PENDINGVEN,NW000417,GC WAN,GC WAN,02OCT2016:12:12:13,5
49807,IN10040059,PENDINGVEN,NW000417,GC WAN,GC WAN,02OCT2016:11:45:47,140
49823,IN10040062,PENDINGVEN,NW000403,Intra-building Network Services,IBN - GC LAN,12DEC2016:14:55:01,933
49911,IN10040079,PENDINGVEN,NW000414,Contact Centre,Contact Centre,03OCT2016:12:20:26,19
49961,IN10040088,PENDINGVEN,NW000412,Fixed Line,Fixed Line,05OCT2016:11:13:50,62
49985,IN10040093,PENDINGVEN,ENT00009,Mobile Devices,Mobile Devices,05OCT2016:10:23:54,27
50334,IN10040184,PENDINGVEN,NW000417,GC WAN,GC WAN,04OCT2016:14:27:26,553
50339,IN10040185,PENDINGVEN,NW000417,GC WAN,GC WAN,06OCT2016:13:38:48,103
50344,IN10040186,PENDINGVEN,NW000417,GC WAN,GC WAN,06OCT2016:13:40:22,103
50356,IN10040189,PENDINGVEN,NW000433,GC WAN,GC WAN,04OCT2016:07:41:52,4
50360,IN10040190,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,04OCT2016:07:42:15,4
50401,IN10040202,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,04OCT2016:10:21:30,0
50426,IN10040208,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,21OCT2016:13:15:00,125
50451,IN10040214,PENDINGVEN,NW000429,Email,Email,20OCT2016:11:00:00,0
50501,IN10040226,PENDINGVEN,NW000464,Email,Email,07OCT2016:14:19:49,22
50502,IN10040226,PENDINGVEN,ESI00028,Other Activities,Other - Security,11OCT2016:15:21:49,0
50525,IN10040230,PENDINGVEN,DC000117,Storage,Storage,07OCT2016:11:40:11,204
50582,IN10040242,PENDINGVEN,NW000417,GC WAN,GC WAN,05OCT2016:01:45:01,30
50837,IN10040299,PENDINGVEN,NW000417,GC WAN,GC WAN,06OCT2016:07:14:21,0
50875,IN10040306,PENDINGVEN,NW000431,GC WAN,GC WAN,11OCT2016:08:18:49,150
51074,IN10040350,PENDINGVEN,EDC00001,Midrange,Midrange - Storage and Virtualization,07OCT2016:17:31:57,14
51207,IN10040379,PENDINGVEN,NW000431,GC WAN,GC WAN,07OCT2016:14:45:18,98
51209,IN10040379,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11OCT2016:07:58:38,40
51231,IN10040383,PENDINGVEN,NW000412,Fixed Line,Fixed Line,11OCT2016:08:02:36,35
51242,IN10040385,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,06OCT2016:16:02:00,23
51253,IN10040387,PENDINGVEN,NW000431,GC WAN,GC WAN,07OCT2016:13:07:00,0
51302,IN10040396,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,09OCT2016:10:17:55,258
51522,IN10040440,PENDINGVEN,NW000464,Email,Email,07OCT2016:14:18:43,11
51618,IN10040463,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,09OCT2016:08:53:20,13
51891,IN10040523,PENDINGVEN,NW000412,Fixed Line,Fixed Line,17OCT2016:08:34:06,0
51899,IN10040524,PENDINGVEN,NW000433,GC WAN,GC WAN,11OCT2016:09:10:21,41
52021,IN10040550,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,11OCT2016:07:00:12,33
52156,IN10040578,PENDINGVEN,DC000163,Other Activities,Other - Service Management,11OCT2016:12:47:37,17
52318,IN10040614,PENDINGVEN,NW000412,Fixed Line,Fixed Line,11JAN2017:09:18:38,19
52405,IN10040636,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,12OCT2016:14:40:35,9
52452,IN10040650,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,13OCT2016:09:47:01,120
52596,IN10040680,PENDINGVEN,NW000433,GC WAN,GC WAN,13OCT2016:08:33:22,1
52632,IN10040689,PENDINGVEN,NW000437,Fixed Line,Fixed Line,21OCT2016:08:29:21,0
52699,IN10040704,PENDINGVEN,NW000412,Fixed Line,Fixed Line,18OCT2016:07:27:17,2
52705,IN10040705,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,18OCT2016:09:52:40,94
52749,IN10040714,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,13OCT2016:14:18:48,105
52798,IN10040726,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,14OCT2016:09:07:46,111
52810,IN10040728,PENDINGVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,14OCT2016:12:48:56,1
52879,IN10040742,PENDINGVEN,NW000412,Fixed Line,Fixed Line,19OCT2016:13:06:39,171
53087,IN10040814,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,15OCT2016:04:09:08,18
53651,IN10040949,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,07NOV2016:13:44:17,322
53660,IN10040950,PENDINGVEN,NW000408,Fixed Line,Fixed - VoIP,19OCT2016:07:08:25,27
53799,IN10040983,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,18OCT2016:05:57:41,73
53884,IN10041001,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,19OCT2016:13:30:48,57
53889,IN10041002,PENDINGVEN,ITS00332,Secure Remote Access,Secure Remote Access,18OCT2016:08:50:27,80
53954,IN10041015,PENDINGVEN,NW000414,Contact Centre,Contact Centre,18OCT2016:10:22:03,218
54006,IN10041026,PENDINGVEN,DC000163,Other Activities,Other - Service Management,18OCT2016:11:40:44,3
54016,IN10041028,PENDINGVEN,NW000417,GC WAN,GC WAN,18OCT2016:14:38:26,8
54112,IN10041055,PENDINGVEN,DC000129,High-performance Computing,High-performance Computing,20OCT2016:09:48:10,25
54136,IN10041062,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,20OCT2016:09:51:15,218
54172,IN10041077,PENDINGVEN,NW000412,Fixed Line,Fixed Line,19OCT2016:10:33:13,31
54228,IN10041100,PENDINGVEN,NW000417,GC WAN,GC WAN,20OCT2016:06:51:43,0
54313,IN10041118,PENDINGVEN,NW000433,GC WAN,GC WAN,21OCT2016:07:05:11,5
54351,IN10041125,PENDINGVEN,ITS00307,Secure Remote Access,Secure Remote Access,30NOV2016:14:16:35,63
54352,IN10041125,PENDINGVEN,NW000430,Intra-building Network Services,IBN - Data Centre Network,05DEC2016:08:19:53,5
54365,IN10041127,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,07NOV2016:13:31:34,46
54488,IN10041166,PENDINGVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),21OCT2016:11:37:44,203
54587,IN10041193,PENDINGVEN,DC000163,Other Activities,Other - Service Management,20OCT2016:03:38:10,12
54588,IN10041193,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,20OCT2016:05:49:41,10
54589,IN10041193,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,20OCT2016:06:53:50,9
54659,IN10041221,PENDINGVEN,NW000431,GC WAN,GC WAN,20OCT2016:09:21:44,15
54703,IN10041230,PENDINGVEN,NW000417,GC WAN,GC WAN,20OCT2016:12:09:12,0
54751,IN10041241,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,20OCT2016:16:31:52,17
54759,IN10041243,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,20OCT2016:15:26:55,5
55050,IN10041306,PENDINGVEN,NW000417,GC WAN,GC WAN,24OCT2016:11:00:31,14
55054,IN10041307,PENDINGVEN,NW000433,GC WAN,GC WAN,21OCT2016:14:36:16,2
55060,IN10041308,PENDINGVEN,NW000417,GC WAN,GC WAN,21OCT2016:15:13:24,5
55071,IN10041310,PENDINGVEN,NW000417,GC WAN,GC WAN,22OCT2016:16:52:02,0
55131,IN10041324,PENDINGVEN,NW000417,GC WAN,GC WAN,24OCT2016:12:44:36,4
55137,IN10041325,PENDINGVEN,NW000417,GC WAN,GC WAN,24OCT2016:12:47:52,24
55219,IN10041342,PENDINGVEN,0,0,0,23OCT2016:04:35:36,0
55221,IN10041342,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,23OCT2016:04:44:22,20
55247,IN10041347,PENDINGVEN,DC000152,Middleware,Middleware,23OCT2016:08:39:03,0
55275,IN10041352,PENDINGVEN,NW000417,GC WAN,GC WAN,23OCT2016:15:24:48,5
55313,IN10041360,PENDINGVEN,NW000431,GC WAN,GC WAN,24OCT2016:07:31:16,72
55333,IN10041363,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,08DEC2016:19:22:35,970
55686,IN10041443,PENDINGVEN,NW000417,GC WAN,GC WAN,25OCT2016:06:32:26,0
55843,IN10041480,PENDINGVEN,ITS00313,Internal Credential Management (ICM),Internal Credential Management (ICM),03NOV2016:07:32:14,56
55882,IN10041488,PENDINGVEN,NW000437,Fixed Line,Fixed Line,26OCT2016:12:34:57,119
56252,IN10041583,PENDINGVEN,NW000412,Fixed Line,Fixed Line,27OCT2016:08:20:03,3
56343,IN10041598,PENDINGVEN,NW000412,Fixed Line,Fixed Line,27OCT2016:13:19:35,5
56383,IN10041605,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,08NOV2016:14:30:00,55
56434,IN10041614,PENDINGVEN,NW000417,GC WAN,GC WAN,27OCT2016:10:28:43,16
56496,IN10041628,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,14NOV2016:10:28:33,63
56799,IN10041684,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28OCT2016:11:55:07,0
56896,IN10041709,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,14NOV2016:13:09:23,306
56904,IN10041710,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,30OCT2016:14:37:52,16
56918,IN10041712,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,28OCT2016:13:53:11,45
57038,IN10041739,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,29OCT2016:09:09:26,3
57062,IN10041745,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,29OCT2016:12:58:36,3
57143,IN10041765,PENDINGVEN,DC000170,Data Centre Facilities Management,Data Centre Facilities Management,30OCT2016:06:48:56,4
57208,IN10041778,PENDINGVEN,0,0,0,30OCT2016:16:51:02,0
57210,IN10041778,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,31OCT2016:10:28:01,38
57233,IN10041782,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,30OCT2016:19:28:15,10
57310,IN10041799,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,31OCT2016:02:11:29,16
57523,IN10041855,PENDINGVEN,DC000117,Storage,Storage,03NOV2016:11:44:09,465
57539,IN10041858,PENDINGVEN,NW000417,GC WAN,GC WAN,01NOV2016:13:33:26,8
57646,IN10041900,PENDINGVEN,NW000412,Fixed Line,Fixed Line,02NOV2016:09:51:09,2
57687,IN10041916,PENDINGVEN,DC000163,Other Activities,Other - Service Management,01NOV2016:16:17:23,20
57699,IN10041919,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,01NOV2016:15:59:19,6
57709,IN10041921,PENDINGVEN,NW000417,GC WAN,GC WAN,12DEC2016:11:12:48,125
57748,IN10041929,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,01NOV2016:17:28:00,13
57907,IN10041964,PENDINGVEN,NW000417,GC WAN,GC WAN,02NOV2016:07:23:51,19
57951,IN10041975,PENDINGVEN,NW000417,GC WAN,GC WAN,02NOV2016:09:34:00,21
58054,IN10041998,PENDINGVEN,NW000412,Fixed Line,Fixed Line,09NOV2016:10:29:34,11
58086,IN10042005,PENDINGVEN,NW000412,Fixed Line,Fixed Line,03NOV2016:08:18:55,64
58102,IN10042008,PENDINGVEN,NW000412,Fixed Line,Fixed Line,03NOV2016:10:05:02,7
58107,IN10042009,PENDINGVEN,NW000412,Fixed Line,Fixed Line,03NOV2016:09:52:25,137
58117,IN10042011,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,09NOV2016:13:06:26,10
58215,IN10042034,PENDINGVEN,NW000417,GC WAN,GC WAN,03NOV2016:06:53:46,10
58225,IN10042036,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,03NOV2016:09:16:15,11
58230,IN10042037,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,02NOV2016:20:26:36,3
58268,IN10042045,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,03NOV2016:02:17:04,11
58358,IN10042064,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,03NOV2016:15:02:13,140
58372,IN10042068,PENDINGVEN,NW000417,GC WAN,GC WAN,04NOV2016:06:48:30,10
58395,IN10042074,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,04NOV2016:07:37:11,15
58457,IN10042085,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,07NOV2016:13:20:24,93
58464,IN10042087,PENDINGVEN,NW000412,Fixed Line,Fixed Line,07NOV2016:13:42:00,18
58592,IN10042114,PENDINGVEN,NW000412,Fixed Line,Fixed Line,07NOV2016:08:34:10,4
58612,IN10042119,PENDINGVEN,NW000431,GC WAN,GC WAN,04NOV2016:08:35:27,25
58638,IN10042124,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,04NOV2016:09:13:35,6
58733,IN10042148,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,04NOV2016:14:48:00,3
58899,IN10042183,PENDINGVEN,NW000417,GC WAN,GC WAN,07NOV2016:17:28:54,4
58911,IN10042185,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,09NOV2016:11:40:16,2
58919,IN10042186,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,22NOV2016:08:43:22,6
58940,IN10042189,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,05NOV2016:16:05:18,0
59373,IN10042292,PENDINGVEN,NW000417,GC WAN,GC WAN,08NOV2016:10:38:38,356
59424,IN10042301,PENDINGVEN,NW000412,Fixed Line,Fixed Line,08NOV2016:13:13:38,1
59445,IN10042306,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,07NOV2016:23:16:49,12
59577,IN10042337,PENDINGVEN,ITS00332,Secure Remote Access,Secure Remote Access,21NOV2016:14:48:30,317
59578,IN10042337,PENDINGVEN,ESI00028,Other Activities,Other - Security,05DEC2016:15:11:38,191
59593,IN10042339,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,08NOV2016:10:41:48,29
59639,IN10042349,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,08NOV2016:11:32:37,18
59645,IN10042350,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,08NOV2016:15:51:19,13
59675,IN10042357,PENDINGVEN,EDC00098,Other Activities,Other - Security,22NOV2016:08:38:18,288
59700,IN10042363,PENDINGVEN,NW000428,Email,Email,08NOV2016:17:15:25,29
59710,IN10042365,PENDINGVEN,0,0,0,08NOV2016:15:36:05,0
59712,IN10042365,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,08NOV2016:16:06:20,12
59718,IN10042366,PENDINGVEN,NW000417,GC WAN,GC WAN,08NOV2016:17:26:15,0
59784,IN10042379,PENDINGVEN,NW000412,Fixed Line,Fixed Line,10NOV2016:14:27:22,67
59847,IN10042396,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,09NOV2016:06:31:40,33
59903,IN10042411,PENDINGVEN,NW000417,GC WAN,GC WAN,09NOV2016:11:23:57,15
59925,IN10042418,PENDINGVEN,NW000417,GC WAN,GC WAN,10NOV2016:07:10:40,9
60057,IN10042445,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,10NOV2016:02:20:09,12
60072,IN10042448,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,10NOV2016:08:31:47,1
60119,IN10042460,PENDINGVEN,NW000412,Fixed Line,Fixed Line,14NOV2016:13:58:19,8
60651,IN10042595,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,13NOV2016:07:03:38,8
60700,IN10042607,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,13NOV2016:01:53:44,18
60856,IN10042640,PENDINGVEN,NW000433,GC WAN,GC WAN,17NOV2016:07:29:59,5
61011,IN10042673,PENDINGVEN,NW000403,Intra-building Network Services,IBN - GC LAN,16NOV2016:10:56:29,0
61074,IN10042688,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,16NOV2016:10:09:22,28
61168,IN10042705,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,29NOV2016:12:00:44,74
61222,IN10042717,PENDINGVEN,NW000431,GC WAN,GC WAN,15NOV2016:08:47:07,21
61246,IN10042725,PENDINGVEN,NW000403,Intra-building Network Services,IBN - GC LAN,15NOV2016:09:15:39,22
61495,IN10042780,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,16NOV2016:08:52:56,17
61538,IN10042790,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,16NOV2016:06:17:19,20
61582,IN10042800,PENDINGVEN,NW000417,GC WAN,GC WAN,17NOV2016:07:11:25,9
61599,IN10042803,PENDINGVEN,NW000417,GC WAN,GC WAN,16NOV2016:13:18:51,13
61606,IN10042804,PENDINGVEN,NW000417,GC WAN,GC WAN,17NOV2016:07:03:28,7
61667,IN10042818,PENDINGVEN,NW000412,Fixed Line,Fixed Line,17NOV2016:11:40:17,18
61803,IN10042854,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,17NOV2016:13:24:03,1
61900,IN10042876,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,23NOV2016:13:31:08,15
62190,IN10042936,PENDINGVEN,EDC00004,Midrange,Midrange - Storage and Virtualization,21NOV2016:11:48:56,227
62225,IN10042942,PENDINGVEN,EDC00001,Midrange,Midrange - Storage and Virtualization,18NOV2016:15:25:26,229
