,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
27147,IN10034973,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,08JUL2016:16:19:23,4
27180,IN10034978,PENDING,NW000431,GC WAN,GC WAN,11JUL2016:07:15:40,0
27240,IN10034991,PENDING,DC000128,High-performance Computing,High-performance Computing,11JUL2016:10:26:42,0
27255,IN10034996,PENDING,DC000119,Other Activities,Other - Data Centre,26JUL2016:16:15:08,238
27313,IN10035010,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,10JUL2016:05:57:08,0
27342,IN10035018,PENDING,NW000431,GC WAN,GC WAN,11JUL2016:07:15:08,18
27424,IN10035038,PENDING,DC000115,Midrange,Midrange - Windows -X86,14JUL2016:13:18:40,475
27529,IN10035063,PENDING,NDS00026,Midrange,Midrange,12JUL2016:08:25:49,24
27630,IN10035085,PENDING,DC000115,Midrange,Midrange - Windows -X86,27JUL2016:13:06:01,0
27700,IN10035100,PENDING,EDC00002,Midrange,Midrange - Windows -X86,12JUL2016:13:34:31,14
27711,IN10035102,PENDING,EDC00098,Other Activities,Other - Security,12JUL2016:12:56:46,2
27823,IN10035127,PENDING,NW000431,GC WAN,GC WAN,12JUL2016:15:24:24,0
27841,IN10035130,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,27JUL2016:08:38:44,20
27878,IN10035138,PENDING,EDC00054,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,14JUL2016:09:08:21,71
27972,IN10035168,PENDING,DC000178,Storage,Storage,13JUL2016:15:01:04,2
28023,IN10035180,PENDING,ESI00011,Other Activities,Other - Service Management,13JUL2016:11:36:38,300
28033,IN10035182,PENDING,0,0,0,13JUL2016:11:49:17,0
28157,IN10035208,PENDING,DC000113,Midrange,Midrange,08AUG2016:12:53:15,1
28190,IN10035214,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,13JUL2016:20:45:46,4
28207,IN10035218,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,14JUL2016:00:17:32,12
28215,IN10035220,PENDING,DC000163,Other Activities,Other - Service Management,14JUL2016:06:33:44,1
28216,IN10035220,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,14JUL2016:08:32:22,3
28287,IN10035238,PENDING,DC000163,Other Activities,Other - Service Management,14JUL2016:11:33:08,65
28288,IN10035238,PENDING,DC000133,High-performance Computing,High-performance Computing,15JUL2016:13:18:32,12
28306,IN10035242,PENDING,EDC00002,Midrange,Midrange - Windows -X86,14JUL2016:12:06:02,1
28388,IN10035260,PENDING,NW000431,GC WAN,GC WAN,18JUL2016:07:17:19,147
28444,IN10035271,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,14JUL2016:20:39:36,3
28466,IN10035276,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,15JUL2016:01:27:30,8
28477,IN10035278,PENDING,EDC00003,Midrange,Midrange,15JUL2016:21:27:58,18
28500,IN10035284,PENDING,NW000417,GC WAN,GC WAN,15JUL2016:05:30:31,6
28659,IN10035320,PENDING,DC000115,Midrange,Midrange - Windows -X86,15JUL2016:11:54:10,7
28681,IN10035325,PENDING,EU000203,Storage,Storage - File,20JUL2016:09:54:37,25
28725,IN10035335,PENDING,EU000203,Storage,Storage - File,03NOV2016:11:49:15,0
28826,IN10035357,PENDING,ITS00326,Other Activities,Other - Security,19AUG2016:10:24:09,539
28924,IN10035378,PENDING,NW000431,GC WAN,GC WAN,19JUL2016:06:28:59,93
28945,IN10035383,PENDING,NW000431,GC WAN,GC WAN,18JUL2016:07:20:44,1
28966,IN10035387,PENDING,NW000407,Intra-building Network Services,IBN - GC LAN,26JUL2016:12:32:02,0
29079,IN10035429,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25JUL2016:10:45:59,30
29129,IN10035441,PENDING,0,0,0,17JUL2016:17:18:10,0
29188,IN10035457,PENDING,DC000152,Middleware,Middleware,18JUL2016:09:34:27,9
29243,IN10035469,PENDING,DC000152,Middleware,Middleware,18JUL2016:12:42:11,24
29347,IN10035501,PENDING,DC000152,Middleware,Middleware,19JUL2016:07:51:46,4
29462,IN10035527,PENDING,ITS00326,Other Activities,Other - Security,25AUG2016:10:51:33,250
29463,IN10035527,PENDING,ESI00011,Other Activities,Other - Service Management,25AUG2016:10:57:31,250
29464,IN10035527,PENDING,NW000429,Email,Email,25AUG2016:11:09:53,250
29465,IN10035527,PENDING,EDC00066,Other Activities,Other - Service Management,30SEP2016:10:53:08,0
29492,IN10035532,PENDING,DC000115,Midrange,Midrange - Windows -X86,21JUL2016:10:39:21,2
29499,IN10035533,PENDING,DC000141,Middleware,Middleware,19JUL2016:12:24:00,274
29500,IN10035533,PENDING,DC000117,Storage,Storage,19JUL2016:13:10:27,274
29501,IN10035533,PENDING,ESI00011,Other Activities,Other - Service Management,19JUL2016:13:47:54,273
29582,IN10035550,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,21JUL2016:09:35:32,0
29610,IN10035556,PENDING,EU000202,Distributed Print,Distributed Print,27JUL2016:11:43:20,0
29627,IN10035558,PENDING,EDC00002,Midrange,Midrange - Windows -X86,19JUL2016:20:55:59,7
29648,IN10035565,PENDING,DC000152,Middleware,Middleware,19JUL2016:21:28:46,1
29810,IN10035606,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,21JUL2016:09:47:22,0
29849,IN10035615,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,08AUG2016:14:11:34,0
29878,IN10035619,PENDING,DC000179,Storage,Storage,22JUL2016:10:28:00,2
30059,IN10035662,PENDING,NW000431,GC WAN,GC WAN,21JUL2016:08:39:48,0
30107,IN10035672,PENDING,EDC00002,Midrange,Midrange - Windows -X86,22JUL2016:11:45:43,8
30117,IN10035674,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,26JUL2016:13:32:36,11
30214,IN10035695,PENDING,NW000431,GC WAN,GC WAN,22JUL2016:07:41:25,13
30226,IN10035697,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,01AUG2016:14:37:02,35
30265,IN10035704,PENDING,NW000417,GC WAN,GC WAN,22JUL2016:00:05:38,8
30417,IN10035739,PENDING,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,25JUL2016:06:49:47,5
30418,IN10035739,PENDING,NW000427,Email,Email,25JUL2016:06:50:05,5
30437,IN10035743,PENDING,NW000433,GC WAN,GC WAN,22JUL2016:14:39:12,6
30507,IN10035761,PENDING,DC000132,High-performance Computing,High-performance Computing,22JUL2016:17:43:43,6
30604,IN10035784,PENDING,ESI00011,Other Activities,Other - Service Management,15SEP2016:14:28:16,96
30605,IN10035784,PENDING,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,21SEP2016:10:06:34,60
30794,IN10035825,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25JUL2016:08:06:44,0
30799,IN10035826,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25JUL2016:08:11:47,0
30804,IN10035827,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25JUL2016:08:16:44,0
30813,IN10035829,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25JUL2016:08:22:50,0
30838,IN10035834,PENDING,NW000414,Contact Centre,Contact Centre,05AUG2016:09:28:55,201
30864,IN10035842,PENDING,NW000417,GC WAN,GC WAN,25JUL2016:12:28:37,0
30899,IN10035857,PENDING,NW000417,GC WAN,GC WAN,25JUL2016:13:49:05,103
31056,IN10035898,PENDING,EU000203,Storage,Storage - File,27JUL2016:08:35:01,386
31143,IN10035919,PENDING,ESI00012,Other Activities,Other - Service Management,08AUG2016:14:15:19,235
31234,IN10035948,PENDING,NW000431,GC WAN,GC WAN,27JUL2016:08:21:53,3
31253,IN10035953,PENDING,DC000163,Other Activities,Other - Service Management,26JUL2016:18:46:51,11
31346,IN10035980,PENDING,NW000417,GC WAN,GC WAN,27JUL2016:13:30:28,43
31347,IN10035980,PENDING,DC000104,Data Centre Facilities Management,Data Centre Facilities Management,27JUL2016:13:45:22,43
31348,IN10035980,PENDING,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,27JUL2016:14:10:59,42
31349,IN10035980,PENDING,ESI00011,Other Activities,Other - Service Management,27JUL2016:14:53:01,42
31420,IN10035996,PENDING,ITS00326,Other Activities,Other - Security,29JUL2016:14:46:12,142
31459,IN10036005,PENDING,NW000433,GC WAN,GC WAN,27JUL2016:15:13:11,7
31519,IN10036022,PENDING,ESI00011,Other Activities,Other - Service Management,12AUG2016:12:01:58,160
31535,IN10036026,PENDING,ITS00307,Secure Remote Access,Secure Remote Access,27JUL2016:20:06:48,1
31580,IN10036036,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,28JUL2016:07:18:47,31
31714,IN10036069,PENDING,NW000417,GC WAN,GC WAN,28JUL2016:13:09:35,0
31781,IN10036084,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,28JUL2016:16:08:17,3
31796,IN10036087,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,28JUL2016:17:56:15,408
31845,IN10036097,PENDING,DC000133,High-performance Computing,High-performance Computing,28JUL2016:17:55:28,0
31855,IN10036099,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,28JUL2016:18:27:57,2
31863,IN10036101,PENDING,DC000133,High-performance Computing,High-performance Computing,28JUL2016:19:20:40,0
31999,IN10036151,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,29JUL2016:09:47:30,8
32077,IN10036167,PENDING,ESI00012,Other Activities,Other - Service Management,07NOV2016:08:02:55,38
32084,IN10036168,PENDING,NW000431,GC WAN,GC WAN,29JUL2016:14:37:27,4
32136,IN10036181,PENDING,NW000431,GC WAN,GC WAN,04AUG2016:09:45:11,0
32197,IN10036195,PENDING,DC000129,High-performance Computing,High-performance Computing,02AUG2016:15:18:09,0
32210,IN10036199,PENDING,DC000132,High-performance Computing,High-performance Computing,30JUL2016:05:49:05,0
32227,IN10036202,PENDING,ITS00307,Secure Remote Access,Secure Remote Access,02AUG2016:16:07:59,32
32320,IN10036220,PENDING,DC000129,High-performance Computing,High-performance Computing,30JUL2016:21:11:52,0
32367,IN10036232,PENDING,DC000133,High-performance Computing,High-performance Computing,31JUL2016:14:05:13,0
32464,IN10036255,PENDING,DC000133,High-performance Computing,High-performance Computing,01AUG2016:10:12:19,3
32500,IN10036261,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,01AUG2016:14:22:18,2
32508,IN10036262,PENDING,NW000447,Intra-building Network Services,IBN - GC LAN,09AUG2016:12:46:46,7
32512,IN10036263,PENDING,0,0,0,01AUG2016:13:43:05,0
32518,IN10036264,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,01AUG2016:14:32:04,3
32523,IN10036265,PENDING,NW000431,GC WAN,GC WAN,01AUG2016:14:34:35,2
32553,IN10036271,PENDING,NW000431,GC WAN,GC WAN,01AUG2016:15:31:40,1
32562,IN10036273,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,01AUG2016:15:49:53,2
32570,IN10036275,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,01AUG2016:15:48:56,2
32575,IN10036276,PENDING,DC000133,High-performance Computing,High-performance Computing,01AUG2016:16:33:40,0
32788,IN10036327,PENDING,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,02AUG2016:15:09:34,2
32817,IN10036332,PENDING,ENT00036,Intra-building Network Services,Intra-building Network Services,04AUG2016:08:38:34,0
32992,IN10036369,PENDING,DC000115,Midrange,Midrange - Windows -X86,09AUG2016:06:36:38,540
33139,IN10036416,PENDING,NW000431,GC WAN,GC WAN,04AUG2016:08:33:49,11
33203,IN10036429,PENDING,NW000414,Contact Centre,Contact Centre,04AUG2016:09:19:47,79
33209,IN10036430,PENDING,NW000414,Contact Centre,Contact Centre,04AUG2016:09:17:46,79
33264,IN10036439,PENDING,NW000414,Contact Centre,Contact Centre,04AUG2016:09:18:26,0
33287,IN10036443,PENDING,NW000412,Fixed Line,Fixed Line,08AUG2016:07:17:02,70
33305,IN10036446,PENDING,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,09AUG2016:13:21:18,167
33439,IN10036473,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,11AUG2016:10:17:13,503
33440,IN10036473,PENDING,ESI00011,Other Activities,Other - Service Management,06OCT2016:10:47:20,112
33441,IN10036473,PENDING,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,13OCT2016:13:47:16,0
33493,IN10036485,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,04AUG2016:09:19:09,0
33515,IN10036492,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,05AUG2016:15:33:43,24
33557,IN10036502,PENDING,NW000431,GC WAN,GC WAN,04AUG2016:12:35:12,6
33604,IN10036512,PENDING,ESI00028,Other Activities,Other - Security,16AUG2016:07:51:19,13
33655,IN10036524,PENDING,ESI00011,Other Activities,Other - Service Management,05AUG2016:14:34:19,91
33722,IN10036539,PENDING,DC000129,High-performance Computing,High-performance Computing,04AUG2016:21:56:21,5
33800,IN10036555,PENDING,NW000412,Fixed Line,Fixed Line,08AUG2016:09:59:29,520
33801,IN10036555,PENDING,NW000436,Fixed Line,Fixed Line,11AUG2016:11:51:10,488
33884,IN10036570,PENDING,NW000414,Contact Centre,Contact Centre,05AUG2016:20:52:17,10
33889,IN10036571,PENDING,NW000431,GC WAN,GC WAN,05AUG2016:09:43:53,0
34073,IN10036607,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,05AUG2016:14:38:33,2
34074,IN10036607,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,05AUG2016:14:40:07,2
34111,IN10036616,PENDING,DC000128,High-performance Computing,High-performance Computing,06AUG2016:02:42:01,1
34124,IN10036619,PENDING,NW000431,GC WAN,GC WAN,08AUG2016:08:24:52,0
34153,IN10036625,PENDING,NW000427,Email,Email,06OCT2016:15:27:28,226
34165,IN10036627,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,08AUG2016:13:15:17,2
34183,IN10036631,PENDING,NW000431,GC WAN,GC WAN,08AUG2016:07:10:52,2
34184,IN10036631,PENDING,NW000433,GC WAN,GC WAN,08AUG2016:08:46:12,0
34307,IN10036661,PENDING,DC000128,High-performance Computing,High-performance Computing,07AUG2016:19:12:14,19
34308,IN10036661,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,07AUG2016:19:13:10,0
34346,IN10036670,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,08AUG2016:06:40:36,5
34411,IN10036683,PENDING,DC000132,High-performance Computing,High-performance Computing,08AUG2016:10:32:43,384
34504,IN10036706,PENDING,NW000431,GC WAN,GC WAN,08AUG2016:13:20:02,0
34528,IN10036709,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,31AUG2016:08:26:01,145
34529,IN10036709,PENDING,NW000453,Intra-building Network Services,IBN - GC LAN,20SEP2016:09:24:19,14
34534,IN10036710,PENDING,ESI00011,Other Activities,Other - Service Management,08AUG2016:14:04:09,309
34535,IN10036710,PENDING,DC000115,Midrange,Midrange - Windows -X86,09SEP2016:10:49:11,83
34536,IN10036710,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,21SEP2016:10:35:58,3
34561,IN10036715,PENDING,DC000115,Midrange,Midrange - Windows -X86,11AUG2016:13:36:52,37
34562,IN10036715,PENDING,ITS00322,Directory Services,Directory Services,11AUG2016:13:40:21,16
34597,IN10036722,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,08AUG2016:18:25:57,205
34627,IN10036730,PENDING,NW000433,GC WAN,GC WAN,09AUG2016:10:23:07,16
34670,IN10036738,PENDING,ESI00011,Other Activities,Other - Service Management,11AUG2016:15:43:52,84
34684,IN10036742,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,09AUG2016:09:14:29,205
34693,IN10036744,PENDING,DC000119,Other Activities,Other - Data Centre,09AUG2016:09:23:53,8
34773,IN10036762,PENDING,DC000119,Other Activities,Other - Data Centre,09AUG2016:13:40:47,4
34788,IN10036765,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,09AUG2016:13:47:52,200
34818,IN10036773,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,09AUG2016:15:37:09,0
34972,IN10036804,PENDING,NW000431,GC WAN,GC WAN,10AUG2016:07:11:11,0
35117,IN10036830,PENDING,0,0,0,10AUG2016:06:44:41,0
35147,IN10036834,PENDING,NW000407,Intra-building Network Services,IBN - GC LAN,10AUG2016:16:05:15,2
35189,IN10036842,PENDING,NW000417,GC WAN,GC WAN,10AUG2016:10:13:16,10
35224,IN10036849,PENDING,ITS00306,Other Activities,Other - Security,19AUG2016:10:27:52,540
35234,IN10036851,PENDING,NW000417,GC WAN,GC WAN,10AUG2016:12:03:15,8
35511,IN10036909,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,12AUG2016:07:14:13,10
35588,IN10036923,PENDING,DC000115,Midrange,Midrange - Windows -X86,11AUG2016:08:34:05,8
35598,IN10036925,PENDING,NW000429,Email,Email,11AUG2016:14:34:15,2
35655,IN10036937,PENDING,NW000412,Fixed Line,Fixed Line,11AUG2016:14:55:54,7
35666,IN10036941,PENDING,DC000163,Other Activities,Other - Service Management,11AUG2016:10:54:48,16
35777,IN10036967,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,15AUG2016:09:17:11,0
35928,IN10036999,PENDING,ITS00332,Secure Remote Access,Secure Remote Access,16AUG2016:11:01:13,10
35951,IN10037004,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,12AUG2016:09:22:40,0
35955,IN10037005,PENDING,NW000447,Intra-building Network Services,IBN - GC LAN,19AUG2016:10:26:58,473
35989,IN10037013,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,25AUG2016:12:49:18,234
36015,IN10037019,PENDING,ITS00307,Secure Remote Access,Secure Remote Access,15AUG2016:11:00:33,34
36065,IN10037029,PENDING,DC000156,Midrange,Midrange - Windows -X86,16AUG2016:07:47:18,79
36122,IN10037042,PENDING,DC000132,High-performance Computing,High-performance Computing,12AUG2016:16:42:14,338
36157,IN10037049,PENDING,NW000431,GC WAN,GC WAN,15AUG2016:07:26:49,0
36168,IN10037051,PENDING,DC000128,High-performance Computing,High-performance Computing,12AUG2016:20:15:59,3
36239,IN10037066,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,15AUG2016:07:48:01,0
36243,IN10037067,PENDING,NW000433,GC WAN,GC WAN,15AUG2016:07:47:24,0
36266,IN10037072,PENDING,DC000132,High-performance Computing,High-performance Computing,13AUG2016:20:29:40,48
36297,IN10037079,PENDING,NW000431,GC WAN,GC WAN,15AUG2016:10:00:02,0
36298,IN10037079,PENDING,NW000433,GC WAN,GC WAN,15AUG2016:10:02:15,0
36342,IN10037090,PENDING,DC000129,High-performance Computing,High-performance Computing,15AUG2016:17:08:05,4
36361,IN10037094,PENDING,DC000129,High-performance Computing,High-performance Computing,14AUG2016:20:47:41,14
36491,IN10037125,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,15AUG2016:10:28:57,0
36573,IN10037145,PENDING,NW000407,Intra-building Network Services,IBN - GC LAN,15AUG2016:16:37:17,0
36574,IN10037145,PENDING,ESI00011,Other Activities,Other - Service Management,16AUG2016:10:40:08,23
36653,IN10037160,PENDING,NW000417,GC WAN,GC WAN,15AUG2016:20:03:49,34
36972,IN10037225,PENDING,DC000119,Other Activities,Other - Data Centre,16AUG2016:10:43:28,9
37075,IN10037250,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,17AUG2016:07:14:07,620
37076,IN10037250,PENDING,NW000433,GC WAN,GC WAN,17AUG2016:13:27:45,604
37170,IN10037272,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,16AUG2016:22:05:55,0
37305,IN10037295,PENDING,NW000417,GC WAN,GC WAN,17AUG2016:04:04:03,16
37364,IN10037306,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,19AUG2016:10:28:52,2
37389,IN10037310,PENDING,ESI00011,Other Activities,Other - Service Management,24AUG2016:15:26:06,21
37390,IN10037310,PENDING,ENT00042,Intra-building Network Services,IBN - Data Centre Network,25AUG2016:13:18:25,13
37399,IN10037312,PENDING,DC000121,Cloud Brokering,Cloud Brokering,24AUG2016:09:25:55,0
37478,IN10037331,PENDING,NW000414,Contact Centre,Contact Centre,17AUG2016:19:45:07,2
37643,IN10037367,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,17AUG2016:19:42:32,0
37672,IN10037373,PENDING,NW000427,Email,Email,18AUG2016:09:02:49,0
37737,IN10037384,PENDING,NW000417,GC WAN,GC WAN,19AUG2016:13:29:21,26
37778,IN10037391,PENDING,DC000129,High-performance Computing,High-performance Computing,18AUG2016:03:52:13,7
37811,IN10037397,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,18AUG2016:07:36:46,13
37889,IN10037411,PENDING,NW000459,GC WAN,GC WAN,24AUG2016:14:09:09,0
37896,IN10037412,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,19AUG2016:09:19:32,0
37998,IN10037441,PENDING,NW000431,GC WAN,GC WAN,19AUG2016:07:54:59,59
38003,IN10037442,PENDING,NW000431,GC WAN,GC WAN,19AUG2016:08:02:22,9
38064,IN10037455,PENDING,DC000115,Midrange,Midrange - Windows -X86,22AUG2016:08:23:28,3
38065,IN10037455,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,22AUG2016:08:23:44,3
38133,IN10037469,PENDING,DC000132,High-performance Computing,High-performance Computing,19AUG2016:09:30:52,5
38244,IN10037492,PENDING,NW000417,GC WAN,GC WAN,19AUG2016:14:02:19,19
38301,IN10037504,PENDING,NW000417,GC WAN,GC WAN,19AUG2016:16:02:27,0
38329,IN10037513,PENDING,NW000417,GC WAN,GC WAN,19AUG2016:17:14:31,3
38369,IN10037523,PENDING,NW000417,GC WAN,GC WAN,23AUG2016:09:42:26,0
38396,IN10037530,PENDING,EDC00002,Midrange,Midrange - Windows -X86,20AUG2016:04:31:49,3
38420,IN10037536,PENDING,DC000163,Other Activities,Other - Service Management,22AUG2016:09:09:51,91
38475,IN10037547,PENDING,DC000163,Other Activities,Other - Service Management,20AUG2016:21:56:32,0
38515,IN10037556,PENDING,NW000431,GC WAN,GC WAN,22AUG2016:07:07:45,8
38516,IN10037556,PENDING,NW000433,GC WAN,GC WAN,22AUG2016:15:17:19,0
38568,IN10037570,PENDING,DC000163,Other Activities,Other - Service Management,21AUG2016:09:20:04,0
38591,IN10037576,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,21AUG2016:15:25:09,0
38596,IN10037577,PENDING,DC000163,Other Activities,Other - Service Management,21AUG2016:18:23:41,0
38617,IN10037582,PENDING,DC000163,Other Activities,Other - Service Management,21AUG2016:18:47:01,0
38624,IN10037583,PENDING,EDC00003,Midrange,Midrange,21AUG2016:19:40:53,2
38639,IN10037586,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,23AUG2016:13:34:47,6
38640,IN10037586,PENDING,ESI00011,Other Activities,Other - Service Management,23AUG2016:13:36:21,6
38666,IN10037592,PENDING,NW000417,GC WAN,GC WAN,22AUG2016:10:52:14,71
38768,IN10037617,PENDING,DC000115,Midrange,Midrange - Windows -X86,12OCT2016:08:36:23,281
38886,IN10037639,PENDING,NW000431,GC WAN,GC WAN,23AUG2016:07:07:16,14
38887,IN10037639,PENDING,NW000433,GC WAN,GC WAN,23AUG2016:08:08:32,13
38940,IN10037649,PENDING,NW000414,Contact Centre,Contact Centre,30AUG2016:11:05:44,568
38973,IN10037654,PENDING,NW000434,Fixed Line,Fixed Line,25AUG2016:13:37:50,0
39006,IN10037661,PENDING,DC000101,Other Activities,Other - Service Management,23AUG2016:09:05:20,0
39061,IN10037672,PENDING,NW000417,GC WAN,GC WAN,23AUG2016:10:56:17,1
39099,IN10037679,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,24AUG2016:05:34:47,4
39123,IN10037686,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,23AUG2016:20:11:39,1
39138,IN10037690,PENDING,NW000431,GC WAN,GC WAN,24AUG2016:07:57:47,0
39198,IN10037704,PENDING,DC000119,Other Activities,Other - Data Centre,24AUG2016:12:05:49,37
39203,IN10037705,PENDING,NW000431,GC WAN,GC WAN,24AUG2016:08:18:02,0
39235,IN10037711,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,24AUG2016:05:33:25,4
39265,IN10037716,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,24AUG2016:05:32:27,4
39270,IN10037717,PENDING,DC000163,Other Activities,Other - Service Management,24AUG2016:00:05:44,1
39449,IN10037754,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,24AUG2016:15:47:37,0
39497,IN10037766,PENDING,DC000163,Other Activities,Other - Service Management,24AUG2016:20:23:03,10
39535,IN10037774,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,26AUG2016:13:55:41,0
39545,IN10037775,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,31AUG2016:11:14:37,25
39569,IN10037780,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,26AUG2016:13:57:07,0
39602,IN10037788,PENDING,NW000431,GC WAN,GC WAN,25AUG2016:09:52:56,17
39661,IN10037800,PENDING,DC000156,Midrange,Midrange - Windows -X86,25AUG2016:13:14:37,6
39726,IN10037828,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25AUG2016:14:31:47,5
39753,IN10037832,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,18OCT2016:09:29:22,0
39927,IN10037872,PENDING,DC000152,Middleware,Middleware,26AUG2016:16:00:35,7
39952,IN10037879,PENDING,NW000417,GC WAN,GC WAN,29AUG2016:09:49:50,1
39991,IN10037887,PENDING,DC000133,High-performance Computing,High-performance Computing,29AUG2016:08:34:45,1
40091,IN10037913,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,27AUG2016:22:17:42,3
40096,IN10037914,PENDING,NW000433,GC WAN,GC WAN,30AUG2016:10:30:39,139
40101,IN10037915,PENDING,NW000417,GC WAN,GC WAN,27AUG2016:23:35:55,4
40117,IN10037919,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,28AUG2016:11:33:03,13
40156,IN10037929,PENDING,EDC00098,Other Activities,Other - Security,29AUG2016:07:23:51,3
40166,IN10037932,PENDING,DC000129,High-performance Computing,High-performance Computing,28AUG2016:22:52:29,3
40186,IN10037937,PENDING,DC000163,Other Activities,Other - Service Management,29AUG2016:05:47:08,2
40214,IN10037951,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,29AUG2016:07:53:17,82
40238,IN10037956,PENDING,DC000117,Storage,Storage,15SEP2016:12:55:11,51
40277,IN10037965,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,29AUG2016:08:57:56,3
40290,IN10037967,PENDING,NW000414,Contact Centre,Contact Centre,30AUG2016:11:04:27,5
40347,IN10037979,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,29AUG2016:13:24:37,44
40349,IN10037979,PENDING,ESI00011,Other Activities,Other - Service Management,09SEP2016:11:21:13,28
40380,IN10037986,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,29AUG2016:16:54:24,1
40470,IN10038009,PENDING,ITS00306,Other Activities,Other - Security,16NOV2016:15:42:54,4
40501,IN10038015,PENDING,NW000431,GC WAN,GC WAN,30AUG2016:07:34:21,10
40540,IN10038023,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,30AUG2016:10:30:44,18
