,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
655326,IN10179403,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,30JAN2020:09:06:02,286
655341,IN10179410,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,31JAN2020:10:06:27,6
655534,IN10179445,SLAHOLD,NW000412,Fixed Line,Fixed Line,05FEB2020:14:19:05,0
655697,IN10179477,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,30JAN2020:14:33:27,12
655722,IN10179481,SLAHOLD,NW000434,Fixed Line,Fixed Line,18FEB2020:08:32:13,0
655730,IN10179482,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),31JAN2020:09:43:01,6
656053,IN10179551,SLAHOLD,NW000483,Managed Secure File Transfer,Managed Secure File Transfer,31JAN2020:10:45:32,0
656196,IN10179579,SLAHOLD,DC000119,Other Activities,Other - Data Centre,21MAY2020:11:45:11,0
656338,IN10179607,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2020:08:54:30,0
656339,IN10179607,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2020:09:20:17,10
656340,IN10179607,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2020:09:21:26,0
656399,IN10179617,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2020:13:50:07,70
656424,IN10179621,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,31JAN2020:11:57:18,51
656463,IN10179628,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2020:14:09:16,8
656650,IN10179663,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2020:11:28:26,6
656651,IN10179663,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,03FEB2020:07:44:53,10
656652,IN10179663,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,04FEB2020:08:22:22,0
656664,IN10179665,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,31JAN2020:11:17:40,11
656942,IN10179719,SLAHOLD,DC000141,Middleware,Middleware,31JAN2020:17:00:08,1641
656943,IN10179719,SLAHOLD,ITS00341,Firewall,Firewall,03FEB2020:12:29:17,0
656944,IN10179719,SLAHOLD,ITS00341,Firewall,Firewall,03FEB2020:12:40:37,121
657144,IN10179754,SLAHOLD,ITS00343,Firewall,Firewall,01FEB2020:13:07:53,3
657241,IN10179770,SLAHOLD,ITS00359,Secure Remote Access,Secure Remote Access,01FEB2020:00:57:07,12
658091,IN10179994,SLAHOLD,DC000176,Storage,Storage,03FEB2020:09:54:25,0
658180,IN10180016,SLAHOLD,DC000152,Middleware,Middleware,02FEB2020:19:39:17,150
658414,IN10180074,SLAHOLD,NW000473,Conferencing Services,Conferencing - Videoconferencing,06FEB2020:10:41:50,46
658602,IN10180108,SLAHOLD,ITS00327,Other Activities,Other - Security,06FEB2020:09:09:48,90
658981,IN10180170,SLAHOLD,NW000447,Intra-building Network Services,IBN - GC LAN,13FEB2020:11:51:27,0
659010,IN10180175,SLAHOLD,SM000537,Other Activities,Other - Service Management,05FEB2020:12:26:32,0
659012,IN10180175,SLAHOLD,SM000537,Other Activities,Other - Service Management,11FEB2020:20:08:06,0
659164,IN10180204,SLAHOLD,ITS00381,Directory Services,Directory Services,25FEB2020:09:30:58,21
659312,IN10180231,SLAHOLD,NW000483,Managed Secure File Transfer,Managed Secure File Transfer,05FEB2020:15:56:43,15
659419,IN10180249,SLAHOLD,EDC00010,Directory Services,Directory Services,06FEB2020:11:31:33,29
659526,IN10180272,SLAHOLD,ITS00352,Other Activities,Other - Security,20FEB2020:17:26:37,0
659527,IN10180272,SLAHOLD,ITS00352,Other Activities,Other - Security,20FEB2020:17:27:13,15
659780,IN10180325,SLAHOLD,EDC00010,Directory Services,Directory Services,06FEB2020:06:50:55,11
659781,IN10180325,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,06FEB2020:09:50:39,1
659782,IN10180325,SLAHOLD,DC000228,Cloud Brokering,Cloud Brokering,06FEB2020:11:18:04,120
659783,IN10180325,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,06FEB2020:11:18:30,1
659784,IN10180325,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,06FEB2020:12:52:21,0
659788,IN10180325,SLAHOLD,EDC00010,Directory Services,Directory Services,10FEB2020:14:06:03,4
659896,IN10180339,SLAHOLD,ITS00352,Other Activities,Other - Security,04FEB2020:14:31:58,18
659897,IN10180339,SLAHOLD,ITS00352,Other Activities,Other - Security,06FEB2020:13:07:58,135
659898,IN10180339,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,06FEB2020:13:18:42,135
660025,IN10180367,SLAHOLD,EDC00010,Directory Services,Directory Services,05FEB2020:09:08:24,9
660070,IN10180373,SLAHOLD,NW000440,Fixed Line,Fixed - PBX,12FEB2020:06:47:59,202
660212,IN10180400,SLAHOLD,NW000483,Managed Secure File Transfer,Managed Secure File Transfer,05FEB2020:15:56:23,133
660445,IN10180442,SLAHOLD,NW000429,Email,Email,05FEB2020:07:59:55,1469
660446,IN10180442,SLAHOLD,NW000429,Email,Email,02SEP2020:18:06:32,64
660666,IN10180483,SLAHOLD,DC000119,Other Activities,Other - Data Centre,10FEB2020:16:48:26,0
660667,IN10180483,SLAHOLD,DC000155,Mainframe,Mainframe,11FEB2020:06:55:10,0
660733,IN10180497,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,11FEB2020:13:57:25,1237
660851,IN10180518,SLAHOLD,ITS00381,Directory Services,Directory Services,13FEB2020:15:41:45,8
660852,IN10180518,SLAHOLD,ITS00380,Directory Services,Directory Services,13FEB2020:15:43:17,4
660853,IN10180518,SLAHOLD,ITS00380,Directory Services,Directory Services,14FEB2020:10:06:38,0
660975,IN10180540,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,05FEB2020:15:00:25,7
660990,IN10180542,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,05FEB2020:14:20:56,4
661163,IN10180574,SLAHOLD,DC000119,Other Activities,Other - Data Centre,17FEB2020:11:32:07,2
661228,IN10180586,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,05FEB2020:13:04:33,37
661229,IN10180586,SLAHOLD,EDC00095,Directory Services,Directory Services,06FEB2020:15:24:50,23
661230,IN10180586,SLAHOLD,EDC00095,Directory Services,Directory Services,11FEB2020:08:28:11,11
661231,IN10180586,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,11FEB2020:10:14:33,9
661232,IN10180586,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,12FEB2020:09:21:08,0
661504,IN10180632,SLAHOLD,DC000152,Middleware,Middleware,05FEB2020:22:28:40,199
661546,IN10180643,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,10FEB2020:12:35:13,1
661595,IN10180654,SLAHOLD,DC000119,Other Activities,Other - Data Centre,10FEB2020:16:45:40,192
661596,IN10180654,SLAHOLD,EDC00010,Directory Services,Directory Services,06MAR2020:15:02:41,0
661632,IN10180660,SLAHOLD,DC000152,Middleware,Middleware,05FEB2020:18:45:17,25
661689,IN10180671,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,06FEB2020:13:56:07,196
661724,IN10180678,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,06FEB2020:10:19:18,5
661725,IN10180678,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,06FEB2020:15:34:46,7
661750,IN10180682,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,06FEB2020:09:17:49,5
661781,IN10180689,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,07FEB2020:10:42:39,2
661868,IN10180708,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,06FEB2020:10:39:33,1
661898,IN10180714,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,02DEC2020:14:00:02,316
661899,IN10180714,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,20JAN2021:10:59:40,120
662041,IN10180743,SLAHOLD,ITS00327,Other Activities,Other - Security,06FEB2020:09:04:22,91
662056,IN10180745,SLAHOLD,ITS00327,Other Activities,Other - Security,06FEB2020:09:07:03,90
662072,IN10180748,SLAHOLD,ITS00327,Other Activities,Other - Security,06FEB2020:09:06:03,90
662125,IN10180756,SLAHOLD,ITS00380,Directory Services,Directory Services,03MAR2020:13:54:54,39
662368,IN10180809,SLAHOLD,DC000122,Midrange,Midrange,06FEB2020:14:04:03,8
662508,IN10180834,SLAHOLD,DC000119,Other Activities,Other - Data Centre,07FEB2020:09:51:46,33
662557,IN10180843,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,10FEB2020:09:11:38,207
662641,IN10180859,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,0,0
662646,IN10180859,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,12FEB2020:20:38:47,132
662647,IN10180859,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,03MAR2020:09:10:55,2649
662648,IN10180859,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,23MAR2021:09:08:27,668
662649,IN10180859,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,29JUN2021:07:22:18,0
662855,IN10180900,SLAHOLD,NW000473,Conferencing Services,Conferencing - Videoconferencing,11FEB2020:12:28:00,11
662856,IN10180900,SLAHOLD,NW000473,Conferencing Services,Conferencing - Videoconferencing,12FEB2020:14:09:28,91
662902,IN10180909,SLAHOLD,ITS00343,Firewall,Firewall,10FEB2020:13:21:16,58
662903,IN10180909,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12FEB2020:11:35:09,58
662904,IN10180909,SLAHOLD,ITS00343,Firewall,Firewall,18FEB2020:12:08:10,0
663127,IN10180954,SLAHOLD,NW000473,Conferencing Services,Conferencing - Videoconferencing,12FEB2020:13:03:18,241
663178,IN10180962,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,07FEB2020:13:00:19,6
663208,IN10180968,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,07FEB2020:12:59:30,118
663214,IN10180969,SLAHOLD,EDC00010,Directory Services,Directory Services,07FEB2020:09:33:48,35
663597,IN10181036,SLAHOLD,DC000180,Mainframe,Mainframe - zOS & zLinux,19FEB2020:07:10:33,0
663885,IN10181091,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),08FEB2020:00:25:14,14
664125,IN10181140,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,10FEB2020:10:35:25,327
664358,IN10181181,SLAHOLD,ITS00344,Firewall,Firewall,09FEB2020:07:31:45,1
664866,IN10181272,SLAHOLD,NW000417,GC WAN,GC WAN,27FEB2020:09:14:11,0
664867,IN10181272,SLAHOLD,NW000417,GC WAN,GC WAN,27FEB2020:09:15:18,734
664868,IN10181272,SLAHOLD,NW000417,GC WAN,GC WAN,12JUN2020:13:32:18,0
664966,IN10181291,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,10FEB2020:13:17:26,18
664998,IN10181298,SLAHOLD,ESI00011,Other Activities,Other - Service Management,10MAR2020:08:01:02,1532
664999,IN10181298,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),13OCT2020:11:43:00,39
665000,IN10181298,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),19OCT2020:10:48:13,0
665024,IN10181302,SLAHOLD,NW000412,Fixed Line,Fixed Line,10FEB2020:15:12:10,0
665084,IN10181310,SLAHOLD,ITS00380,Directory Services,Directory Services,11FEB2020:12:29:51,12
665382,IN10181367,SLAHOLD,DC000119,Other Activities,Other - Data Centre,07APR2020:14:10:00,260
665507,IN10181389,SLAHOLD,NS000107,0,To be determined,17FEB2020:12:07:18,31
665666,IN10181417,SLAHOLD,NW000431,GC WAN,GC WAN,11FEB2020:05:44:35,2
665832,IN10181445,SLAHOLD,ITS00380,Directory Services,Directory Services,11FEB2020:10:47:36,9
665867,IN10181452,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:07:36:50,83
665973,IN10181470,SLAHOLD,DC000188,Midrange,Midrange,11FEB2020:12:51:32,28
665997,IN10181474,SLAHOLD,DC000135,Storage,Storage,12FEB2020:14:18:08,0
666105,IN10181493,SLAHOLD,ESI00011,Other Activities,Other - Service Management,29MAY2020:09:48:30,12
666106,IN10181493,SLAHOLD,NW000448,Intra-building Network Services,IBN - GC LAN,29MAY2020:09:58:30,0
666118,IN10181495,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,11FEB2020:15:44:14,0
666119,IN10181495,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,11FEB2020:15:49:13,1
666167,IN10181505,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12FEB2020:10:53:04,0
666179,IN10181507,SLAHOLD,EDC00010,Directory Services,Directory Services,11FEB2020:16:30:24,0
666181,IN10181507,SLAHOLD,EDC00010,Directory Services,Directory Services,12FEB2020:14:59:58,14
666209,IN10181510,SLAHOLD,EDC00010,Directory Services,Directory Services,17FEB2020:10:46:39,10
666210,IN10181510,SLAHOLD,NS000116,Directory Services,Directory Services,18FEB2020:10:15:12,8
666211,IN10181510,SLAHOLD,EDC00010,Directory Services,Directory Services,18FEB2020:10:52:28,0
666213,IN10181510,SLAHOLD,EDC00010,Directory Services,Directory Services,18FEB2020:12:32:04,6
666289,IN10181522,SLAHOLD,DC000194,Mainframe,Mainframe,26FEB2020:14:17:46,30
666587,IN10181571,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,12FEB2020:09:08:12,0
666655,IN10181583,SLAHOLD,DC000152,Middleware,Middleware,12FEB2020:09:55:31,0
666656,IN10181583,SLAHOLD,DC000152,Middleware,Middleware,12FEB2020:10:11:43,59
666657,IN10181583,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12FEB2020:11:00:04,58
667049,IN10181653,SLAHOLD,DC000119,Other Activities,Other - Data Centre,14FEB2020:09:04:44,19
667067,IN10181656,SLAHOLD,DC000135,Storage,Storage,12FEB2020:11:52:41,122
667166,IN10181676,SLAHOLD,ITS00321,Directory Services,Directory Services,12FEB2020:14:41:47,8
667277,IN10181692,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,12FEB2020:12:50:05,10
667364,IN10181707,SLAHOLD,ITS00352,Other Activities,Other - Security,24FEB2020:19:35:16,15
667446,IN10181722,SLAHOLD,EDC00010,Directory Services,Directory Services,17FEB2020:11:38:45,8
667603,IN10181751,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:09:27:55,3
667757,IN10181782,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,13FEB2020:12:58:36,6
667931,IN10181811,SLAHOLD,ITS00368,Internal Credential Management (ICM),Internal Credential Management (ICM),04MAR2020:08:29:25,0
668344,IN10181891,SLAHOLD,DC000180,Mainframe,Mainframe - zOS & zLinux,13FEB2020:13:35:26,0
668642,IN10181945,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:09:19:14,21
669160,IN10182045,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,14FEB2020:15:18:18,124
669278,IN10182070,SLAHOLD,EDC00010,Directory Services,Directory Services,14FEB2020:14:45:22,2
669286,IN10182072,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,14FEB2020:10:21:17,26
669430,IN10182096,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,10JUL2020:11:44:27,14
669432,IN10182096,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,31AUG2020:13:19:57,205
669628,IN10182131,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,21APR2020:09:56:13,0
669629,IN10182131,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,21APR2020:09:57:05,620
669697,IN10182143,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,14FEB2020:14:42:30,0
670037,IN10182207,SLAHOLD,DC000176,Storage,Storage,17FEB2020:09:01:01,0
670481,IN10182306,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,15FEB2020:17:25:51,0
671191,IN10182454,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),09MAR2020:10:03:03,26
671273,IN10182470,SLAHOLD,EDC00010,Directory Services,Directory Services,17FEB2020:11:30:27,7
671615,IN10182523,SLAHOLD,EDC00010,Directory Services,Directory Services,20FEB2020:08:28:13,0
671635,IN10182526,SLAHOLD,ITS00343,Firewall,Firewall,19FEB2020:13:25:31,29
671773,IN10182554,SLAHOLD,ITS00321,Directory Services,Directory Services,20FEB2020:14:19:17,7
671866,IN10182568,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,06MAY2020:15:07:45,529
671867,IN10182568,SLAHOLD,0,0,0,22JUL2020:14:27:20,0
671868,IN10182568,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,22JUL2020:14:29:27,0
671869,IN10182568,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,22JUL2020:15:12:04,199
671871,IN10182568,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,14SEP2020:14:06:33,244
672429,IN10182672,SLAHOLD,EDC00010,Directory Services,Directory Services,18FEB2020:10:55:49,8
672438,IN10182673,SLAHOLD,ITS00343,Firewall,Firewall,25FEB2020:13:29:49,0
672661,IN10182711,SLAHOLD,ITS00380,Directory Services,Directory Services,04MAR2020:15:21:04,15
673004,IN10182777,SLAHOLD,EDC00010,Directory Services,Directory Services,19FEB2020:13:54:55,57
673005,IN10182777,SLAHOLD,ITS00321,Directory Services,Directory Services,25FEB2020:15:00:06,16
673006,IN10182777,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,25FEB2020:15:11:08,3
673007,IN10182777,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,26FEB2020:08:20:38,0
673113,IN10182797,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,19FEB2020:08:51:09,0
673231,IN10182820,SLAHOLD,ITS00368,Internal Credential Management (ICM),Internal Credential Management (ICM),04MAR2020:08:35:06,0
673244,IN10182822,SLAHOLD,ITS00368,Internal Credential Management (ICM),Internal Credential Management (ICM),04MAR2020:08:19:59,0
673300,IN10182830,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,20JUL2020:07:52:19,356
673301,IN10182830,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12AUG2020:11:03:35,183
673561,IN10182886,SLAHOLD,NW000431,GC WAN,GC WAN,18MAR2020:13:17:04,449
673562,IN10182886,SLAHOLD,NW000431,GC WAN,GC WAN,25MAY2020:12:20:10,0
673596,IN10182892,SLAHOLD,NW000408,Fixed Line,Fixed - VoIP,21FEB2020:15:11:11,65
673896,IN10182947,SLAHOLD,NW000440,Fixed Line,Fixed - PBX,21FEB2020:14:36:00,0
673902,IN10182948,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,19FEB2020:15:02:18,1385
673951,IN10182955,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,19FEB2020:14:50:36,0
674020,IN10182967,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,26FEB2020:11:41:55,1
674048,IN10182973,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:11:39:44,0
674104,IN10182982,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,25FEB2020:14:16:56,1457
674105,IN10182982,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,11MAR2020:10:48:17,4
674106,IN10182982,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,11MAR2020:14:53:57,1346
674107,IN10182982,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,23SEP2020:11:37:19,1269
674108,IN10182982,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,23SEP2020:11:41:48,1269
674191,IN10182996,SLAHOLD,ESI00011,Other Activities,Other - Service Management,20FEB2020:07:30:09,285
674192,IN10182996,SLAHOLD,ESI00011,Other Activities,Other - Service Management,31MAR2020:12:59:48,0
674273,IN10183009,SLAHOLD,NW000431,GC WAN,GC WAN,10MAR2020:09:23:50,1824
674274,IN10183009,SLAHOLD,ESI00011,Other Activities,Other - Service Management,18MAR2020:10:13:10,0
674298,IN10183012,SLAHOLD,DC000194,Mainframe,Mainframe,02MAR2020:08:07:54,0
674382,IN10183030,SLAHOLD,DC000119,Other Activities,Other - Data Centre,03MAR2020:13:35:13,438
674383,IN10183030,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05MAY2020:11:35:55,10
674477,IN10183046,SLAHOLD,DC000119,Other Activities,Other - Data Centre,28FEB2020:09:11:22,20
674478,IN10183046,SLAHOLD,DC000119,Other Activities,Other - Data Centre,03MAR2020:09:18:20,442
674479,IN10183046,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03MAR2020:09:19:39,442
674816,IN10183109,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,20FEB2020:15:08:24,122
674980,IN10183140,SLAHOLD,ITS00380,Directory Services,Directory Services,27FEB2020:09:24:07,29
675194,IN10183177,SLAHOLD,NW000433,GC WAN,GC WAN,24FEB2020:15:10:02,0
675295,IN10183193,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,24FEB2020:12:05:17,699
675296,IN10183193,SLAHOLD,ESI00011,Other Activities,Other - Service Management,24FEB2020:15:17:45,696
675730,IN10183274,SLAHOLD,NW000471,Conferencing Services,Conferencing - Videoconferencing,28FEB2020:10:28:33,21
675738,IN10183275,SLAHOLD,NW000471,Conferencing Services,Conferencing - Videoconferencing,28FEB2020:09:09:45,12
675756,IN10183278,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,21FEB2020:14:11:57,30
675757,IN10183278,SLAHOLD,EDC00095,Directory Services,Directory Services,21FEB2020:14:53:07,30
675758,IN10183278,SLAHOLD,ESI00011,Other Activities,Other - Service Management,21FEB2020:15:01:44,30
675810,IN10183286,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,17JUL2020:12:03:03,203
676048,IN10183331,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,25FEB2020:14:50:08,8
676054,IN10183332,SLAHOLD,NW000431,GC WAN,GC WAN,24FEB2020:13:08:42,1760
676055,IN10183332,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,24FEB2020:17:19:29,701
676056,IN10183332,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,05JUN2020:08:00:44,253
676058,IN10183332,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,12AUG2020:11:45:51,581
676099,IN10183338,SLAHOLD,NW000483,Managed Secure File Transfer,Managed Secure File Transfer,24FEB2020:09:42:36,0
676182,IN10183352,SLAHOLD,DC000140,Database,Database,24FEB2020:11:40:56,218
676183,IN10183352,SLAHOLD,DC000141,Middleware,Middleware,24FEB2020:12:37:34,217
676184,IN10183352,SLAHOLD,ESI00011,Other Activities,Other - Service Management,25FEB2020:16:27:05,204
676185,IN10183352,SLAHOLD,ESI00011,Other Activities,Other - Service Management,25MAR2020:10:31:47,0
676262,IN10183367,SLAHOLD,DC000128,High-performance Computing,High-performance Computing,22FEB2020:13:35:03,9
676477,IN10183407,SLAHOLD,DC000209,Midrange,Midrange,23FEB2020:02:48:34,0
676651,IN10183441,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,23FEB2020:12:09:41,24
676684,IN10183448,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,03MAR2020:19:05:50,14
676685,IN10183448,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,05MAR2020:11:06:53,0
676858,IN10183486,SLAHOLD,ITS00381,Directory Services,Directory Services,24FEB2020:09:59:53,49
676880,IN10183490,SLAHOLD,DC000119,Other Activities,Other - Data Centre,24FEB2020:10:22:38,8
677038,IN10183525,SLAHOLD,DC000237,Midrange,Midrange - Windows -X86,28FEB2020:11:26:09,4
677145,IN10183545,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,24FEB2020:12:31:04,56
677375,IN10183589,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,24FEB2020:15:13:19,9
677435,IN10183597,SLAHOLD,NW000412,Fixed Line,Fixed Line,25FEB2020:10:32:01,13
677519,IN10183612,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),25FEB2020:08:23:42,0
677590,IN10183623,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,26FEB2020:09:35:00,579
677591,IN10183623,SLAHOLD,ESI00011,Other Activities,Other - Service Management,27FEB2020:10:45:05,568
677654,IN10183635,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,24FEB2020:19:59:09,30
677680,IN10183638,SLAHOLD,NW000431,GC WAN,GC WAN,18MAR2020:13:19:31,287
677683,IN10183638,SLAHOLD,NW000431,GC WAN,GC WAN,25MAY2020:12:26:39,0
677686,IN10183638,SLAHOLD,NW000431,GC WAN,GC WAN,10JUL2020:11:09:07,177
677687,IN10183638,SLAHOLD,NW000431,GC WAN,GC WAN,05AUG2020:09:05:28,0
677742,IN10183649,SLAHOLD,DC000150,Mainframe,Mainframe,02MAR2020:08:00:57,0
677823,IN10183667,SLAHOLD,DC000216,Storage,Storage - File,25FEB2020:17:12:24,3
677946,IN10183691,SLAHOLD,DC000119,Other Activities,Other - Data Centre,25FEB2020:14:20:56,3
677947,IN10183691,SLAHOLD,DC000119,Other Activities,Other - Data Centre,26FEB2020:08:16:20,27
678031,IN10183709,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,25FEB2020:09:51:30,1
678069,IN10183716,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,29APR2020:12:33:18,826
678279,IN10183753,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:09:02:24,10
678298,IN10183756,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:07:29:03,2
678299,IN10183756,SLAHOLD,ITS00321,Directory Services,Directory Services,27FEB2020:09:29:18,1
678401,IN10183775,SLAHOLD,SM000561,Other Activities,Other - Service Management,25FEB2020:17:47:19,19
678402,IN10183775,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,26FEB2020:15:35:15,0
678575,IN10183805,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,14SEP2020:15:31:27,198
678601,IN10183809,SLAHOLD,ESI00011,Other Activities,Other - Service Management,26FEB2020:07:38:46,611
678602,IN10183809,SLAHOLD,ITS00353,Other Activities,Other - Security,26MAY2020:08:06:30,915
678603,IN10183809,SLAHOLD,ESI00011,Other Activities,Other - Service Management,26MAY2020:08:55:15,914
678604,IN10183809,SLAHOLD,ESI00011,Other Activities,Other - Service Management,02OCT2020:13:24:00,6
678605,IN10183809,SLAHOLD,ITS00353,Other Activities,Other - Security,02OCT2020:13:25:56,5
678606,IN10183809,SLAHOLD,ITS00353,Other Activities,Other - Security,05OCT2020:09:07:26,0
678760,IN10183837,SLAHOLD,EDC00010,Directory Services,Directory Services,26FEB2020:09:59:26,10
678918,IN10183870,SLAHOLD,NW000503,Contact Centre,Contact Centre,28FEB2020:08:07:53,59
